date	issue	state	title
2024-06-25	1720	closed	mw:162843
2024-06-25	1719	closed	mw:162837
2024-06-25	1718	closed	mw:3913
2024-06-25	1717	closed	stc:12925
2024-06-25	1716	closed	stc:22180
2024-06-25	1715	closed	stc:8413
2024-06-25	1714	closed	bur:400
2024-06-25	1713	closed	stc:21309
2024-06-25	1712	closed	ap90:19308
2024-06-25	1711	closed	bur:14692
2024-06-25	1710	closed	ap90:21642
2024-06-25	1709	closed	bur:7660
2024-06-25	1708	closed	bur:10399
2024-06-25	1707	closed	bur:1463
2024-06-25	1706	closed	pw:10081
2024-06-25	1705	closed	stc:17042
2024-06-25	1704	closed	ap90:
2024-06-25	1703	closed	mwe:
2024-06-25	1702	closed	mw: ard: 16095
2024-06-25	1701	closed	ap:4564
2024-06-25	1700	closed	ap:916
2024-06-25	1699	closed	vcp:2074
2024-06-25	1698	closed	mw:133620
2024-06-25	1697	closed	mw:20604
2024-06-25	1696	closed	pw:95079
2024-06-25	1695	closed	stc:12876
2024-06-25	1694	closed	mw:7904
2024-06-25	1693	closed	mw:97705
2024-06-25	1692	closed	vcp:sevA
2024-06-25	1691	closed	gra:12480
2024-06-25	1690	closed	mw: 199616 vilamba
2024-06-25	1689	closed	pw:80202
2024-06-25	1688	closed	stc:17042
2024-06-25	1687	closed	ae:225
2024-06-25	1686	closed	mw:234226
2024-06-25	1685	closed	stc:4995
2024-06-25	1684	closed	bur:3630
2024-06-25	1683	closed	mw:145646
2024-06-25	1682	closed	pw:18644
2024-06-25	1681	closed	ap90:
2024-06-25	1680	closed	stc:17094
2024-06-25	1679	closed	gra:3243
2024-06-25	1678	closed	mw:
2024-06-25	1677	closed	mw:94984
2024-06-25	1676	closed	gra:6412
2024-06-25	1675	closed	mw:240462
2024-06-25	1674	closed	stc:21470
2024-06-25	1673	closed	mwe:6995,dear
2024-06-25	1672	closed	mw:ID=33124
2024-06-25	1671	closed	bor:13516
2024-06-25	1670	closed	ae:11188
2024-06-25	1669	closed	mw:256240
2024-06-25	1668	closed	bor:12848
2024-06-25	1667	closed	bor:12848
2024-06-25	1666	closed	pw:105972
2024-06-25	1665	closed	pw:105969
2024-06-25	1664	closed	mw:ID=235582
2024-06-25	1663	closed	mw:199361
2024-06-25	1662	closed	pw:6104
2024-06-25	1661	closed	pw:20665
2024-06-25	1660	closed	mw:255055.3
2024-06-25	1659	closed	gra:5372
2024-06-25	1658	closed	ap90:28844
2024-06-25	1657	closed	bur:7662
2024-06-25	1656	closed	mw:121434
2024-06-25	1655	closed	mw:176053
2024-06-25	1654	closed	pw:54356
2024-06-25	1653	closed	pw:85942
2024-06-25	1652	closed	gra:áṇu
2024-06-25	1651	closed	gra:8159
2024-06-25	1650	closed	pw:125800
2024-06-25	1649	closed	vcp:ID=31085
2024-06-25	1648	closed	bur:13833
2024-06-25	1647	closed	ap90:25342
2024-06-25	1646	closed	mw:200631
2024-06-23	1645	closed	Correction backlog, 6
2024-06-23	1644	closed	PWG: 53773 BaganarAya
2024-06-11	1643	closed	Correction backlog, mw_todo items
2024-06-09	1642	closed	Correction backlog, 5 (ap90, pui)
2024-06-09	1641	open	SHS dictionary 
2024-06-08	1640	closed	Correction backlog, 4 (shs)
2024-06-06	1639	closed	Correction backlog, 3
2024-06-03	1638	closed	Correction backlog, 2
2024-05-30	1637	closed	Correction backlog, 1
2024-05-28	1636	closed	MW: त्रयोदशम gender
2024-05-28	1635	closed	MW: adas
2024-05-09	1634	closed	MW: GArteya
2024-03-15	1633	closed	MW: 243366 sAvaisirole 
2024-02-25	1632	closed	'ks' in slp1 - which mostly should've been 'kz' or at times a typo/print error
2024-01-28	1631	closed	5 corrections to MW dictionary
2024-01-27	1630	closed	5 corrections to MW dictionary
2024-01-26	1629	closed	ap90:9569
2024-01-26	1628	closed	ap90:13174
2024-01-26	1627	closed	shs:39486
2024-01-26	1626	closed	shs:22827
2024-01-26	1625	closed	shs:44332
2024-01-26	1624	closed	shs:13896
2024-01-26	1623	closed	shs:44780
2024-01-26	1622	closed	shs:1350
2024-01-25	1621	closed	5 corrections to MW dictionary
2024-01-24	1620	closed	6 corrections to MW dictionary (submitted on Jan. 22nd)
2024-01-17	1619	closed	15 Corrections made to MW Dictionary
2024-01-16	1618	closed	Edits by aumsanskrit
2024-01-15	1617	open	Indentation / data error for headword categories in MW
2024-01-15	1616	open	Wrong parsing of subheadwords in MW
2024-01-15	1615	closed	Somehow missed correction
2024-01-15	1614	closed	mw:226307
2024-01-15	1613	closed	mw:97391
2024-01-15	1612	closed	mw:37657
2024-01-15	1611	closed	mw:226096
2024-01-15	1610	closed	mw:226096
2024-01-15	1609	closed	mw:225839
2024-01-15	1608	closed	shs:43012
2024-01-15	1607	closed	mw:226077
2024-01-14	1606	closed	Update mw.txt
2024-01-13	1605	closed	corrections on page 811
2024-01-12	1604	closed	mw:225777
2024-01-12	1603	closed	mwe:
2024-01-12	1602	closed	mw:237403.1
2024-01-12	1601	closed	mw:237401
2024-01-12	1600	closed	mw:237206
2024-01-12	1599	closed	mw:237167
2024-01-12	1598	closed	mw:237079
2024-01-12	1597	closed	mw:236838
2024-01-12	1596	closed	mw:236834
2024-01-12	1595	closed	mw:236626
2024-01-12	1594	closed	mw:236410
2024-01-12	1593	closed	mw:236407
2024-01-12	1592	closed	mw:236322
2024-01-12	1591	closed	mw:119058
2024-01-12	1590	closed	mw:119058
2024-01-12	1589	closed	mw:235668
2024-01-12	1588	closed	mw:235747
2024-01-12	1587	closed	mw:235620
2024-01-12	1586	closed	mw:235620
2024-01-12	1585	closed	pw:7362
2024-01-12	1584	closed	mw:235499
2024-01-12	1583	closed	mw:235462
2024-01-12	1582	closed	mw:32257
2024-01-12	1581	closed	mw:235188
2024-01-12	1580	closed	mw:237403.1
2024-01-12	1579	closed	mw:236667
2024-01-12	1578	closed	mw:236557
2024-01-12	1577	closed	mw:1927
2024-01-12	1576	closed	mw:15739
2024-01-12	1575	closed	mw:16541
2024-01-12	1574	closed	mw:235786
2024-01-12	1573	closed	mw:235783
2024-01-12	1572	closed	mw:235524
2024-01-12	1571	closed	mw:235113
2024-01-12	1570	closed	mw:102255.2
2024-01-12	1569	closed	mw:185406
2024-01-12	1568	closed	mw:131110
2024-01-12	1567	closed	mw:104760
2024-01-12	1566	closed	mw:200039
2024-01-12	1565	closed	mw:234653
2024-01-12	1564	closed	mwe:Duz
2024-01-12	1563	closed	mw:234608
2024-01-12	1562	closed	mw:234629
2024-01-12	1561	closed	mw:234597
2024-01-12	1560	closed	mw:221615
2024-01-12	1559	closed	shs:39019
2024-01-12	1558	closed	mw:234528
2024-01-12	1557	closed	mw:234087
2024-01-12	1556	closed	mw:234080
2024-01-12	1555	closed	mw:233869
2024-01-12	1554	closed	shs:18927
2024-01-12	1553	closed	shs:1313
2024-01-12	1552	closed	mw:23212
2024-01-12	1551	closed	mw:233676
2024-01-12	1550	closed	mw:66184.1
2024-01-12	1549	closed	shs:46221
2024-01-12	1548	closed	shs:46221
2024-01-12	1547	closed	mw:233627
2024-01-12	1546	closed	mw:9357
2024-01-12	1545	closed	mw:233464
2024-01-12	1544	closed	mw:233448
2024-01-12	1543	closed	mw:233694
2024-01-12	1542	closed	mw:233618
2024-01-12	1541	closed	mw:202077
2024-01-12	1540	closed	shs:
2024-01-12	1539	closed	mw:153058
2024-01-12	1538	closed	mw:153058
2024-01-12	1537	open	Capitalization in Proper Names (earlier was mw:179760)
2024-01-12	1536	closed	shs:
2024-01-12	1535	closed	mw:51743
2024-01-12	1534	closed	mw:51446
2024-01-12	1533	closed	mw:263004
2024-01-12	1532	closed	mw:263004
2024-01-12	1531	closed	shs:10580
2024-01-12	1530	closed	mwe:22740
2024-01-12	1529	closed	mw:226605
2024-01-12	1528	closed	mw:66884
2024-01-12	1527	closed	mw:12
2024-01-12	1526	closed	mw:58471
2024-01-12	1525	closed	mw:153856
2024-01-12	1524	closed	mw:178029
2024-01-12	1523	closed	mw:63712
2024-01-12	1522	closed	skd:36711
2024-01-12	1521	closed	shs:2934
2024-01-12	1520	closed	shs:34490
2024-01-12	1519	closed	mw:99446
2024-01-12	1518	closed	mw:89885.1
2024-01-12	1517	closed	mw:89888
2024-01-12	1516	closed	mw:89889
2024-01-12	1515	closed	mw:dadrūṇa
2024-01-12	1514	closed	mw:rene
2024-01-12	1513	closed	mw:111656
2024-01-12	1512	closed	mw:240910
2024-01-12	1511	closed	mw:240914
2024-01-12	1510	closed	mw:240934
2024-01-12	1509	closed	mw:63712
2024-01-12	1508	closed	mw:187442.1
2024-01-12	1507	closed	mw:187442.1
2024-01-12	1506	closed	mw:240944
2024-01-12	1505	closed	pw:117718
2024-01-12	1504	closed	mw:258426
2024-01-12	1503	closed	pw:1095
2024-01-12	1502	closed	mw:243579
2024-01-12	1501	closed	mw:243354
2024-01-12	1500	closed	mw:173134
2024-01-12	1499	closed	mw:257348
2024-01-12	1498	closed	mw:243727
2024-01-12	1497	closed	mw:214221.2
2024-01-12	1496	closed	mw:214221.1
2024-01-12	1495	closed	ap90:28519
2024-01-12	1494	closed	mw:238387
2024-01-12	1493	closed	mw:243332
2024-01-12	1492	closed	mw:244294
2024-01-12	1491	closed	mw:ID=184900
2023-12-26	1490	closed	ACPH provide missing syns
2023-12-16	1489	open	MW72: 18685,1
2023-12-15	1488	open	GRA alternate headwords
2023-12-15	1487	closed	mw:243197
2023-12-15	1486	closed	mw:242564
2023-12-15	1485	closed	mw:242395
2023-12-15	1484	closed	shs:16610
2023-12-15	1483	closed	mw:sāñjali
2023-12-15	1482	closed	mw:241348
2023-12-15	1481	closed	mw:241326
2023-12-14	1480	closed	mw:242001
2023-12-14	1479	closed	mw:242126
2023-12-14	1478	closed	mw:232221
2023-12-14	1477	closed	mw:242069
2023-12-14	1476	closed	mw:242051
2023-12-14	1475	closed	pw:6247
2023-12-14	1474	closed	pw:44899
2023-12-12	1473	closed	pw:44363
2023-12-12	1472	closed	pw:44171
2023-12-12	1471	closed	mw:210257
2023-12-12	1470	closed	mw:210255
2023-12-12	1469	closed	mw:208527
2023-12-12	1468	open	mw:dhI inflected forms
2023-12-12	1467	closed	pw:4360
2023-12-12	1466	closed	mw:239452
2023-12-12	1465	closed	mw:208946
2023-12-12	1464	closed	mw:208949.2
2023-12-12	1463	closed	mw:208949.3
2023-12-12	1462	closed	mw:208959
2023-12-12	1461	closed	mw:19296
2023-12-12	1460	closed	mw:209544
2023-12-12	1459	closed	mw:209706
2023-12-12	1458	closed	mw:14132
2023-12-12	1457	closed	mw:209876
2023-12-12	1456	closed	mw:188205
2023-12-12	1455	closed	mw:188205
2023-12-12	1454	closed	mw:209998
2023-12-12	1453	closed	mw:210115
2023-12-12	1452	closed	mw:134378
2023-12-12	1451	closed	mw:210165
2023-12-12	1450	closed	mw:208092
2023-12-12	1449	closed	mw:208093
2023-12-12	1448	closed	mw:208141
2023-12-12	1447	closed	mw:208142
2023-12-12	1446	closed	mw:208097
2023-12-12	1445	closed	mw:208092
2023-12-12	1444	closed	mw:208092
2023-12-12	1443	closed	mw:200557
2023-12-12	1442	closed	mw:199710
2023-12-12	1441	closed	mw:207624
2023-12-12	1440	closed	pw:119860
2023-12-12	1439	closed	mw:207624
2023-12-12	1438	closed	pw:125867
2023-12-12	1437	closed	shs:28829
2023-12-12	1436	closed	mw:90585
2023-12-12	1435	closed	shs:41454
2023-12-12	1434	closed	mw:126120
2023-12-12	1433	closed	pw:128604
2023-12-12	1432	closed	ap90:
2023-12-12	1431	closed	bhs:maṇi
2023-12-12	1430	closed	mw:141310
2023-12-12	1429	closed	ap90:
2023-12-12	1428	closed	mw:141249
2023-12-12	1427	closed	mw:prādhva
2023-12-12	1426	closed	mw:139132
2023-12-12	1425	closed	mw:139018
2023-12-12	1424	closed	mw:138995
2023-12-12	1423	closed	pw:1617
2023-12-12	1422	closed	mw:138874
2023-12-12	1421	closed	pw:20910
2023-12-12	1420	closed	mw:prāṇītya
2023-12-12	1419	closed	mw:138911
2023-12-12	1418	closed	mw:139297
2023-12-12	1417	closed	pw:97954
2023-12-12	1416	closed	pw:129365
2023-12-12	1415	closed	mw:138757
2023-12-12	1414	closed	pw:22435
2023-12-12	1413	closed	mw:137705
2023-12-12	1412	closed	mw:137483
2023-12-12	1411	closed	mw:244297
2023-12-12	1410	closed	gra:4709
2023-12-12	1409	closed	mw:188672
2023-12-12	1408	closed	mw:136804
2023-12-12	1407	closed	pwg:53787
2023-12-12	1406	closed	pw:117576
2023-12-12	1405	closed	vcp:18921
2023-12-12	1404	closed	pw:77335
2023-12-12	1403	closed	mw:235730
2023-12-12	1402	closed	ap90:4072
2023-12-12	1401	closed	pw:114812
2023-12-12	1400	closed	lrv:21056
2023-12-12	1399	closed	pw:116780
2023-12-12	1398	closed	pwg:63704
2023-12-12	1397	closed	pwg:119359
2023-12-12	1396	closed	pw:25327
2023-12-12	1395	closed	mw:120944.1
2023-12-12	1394	closed	shs:4422
2023-12-12	1393	closed	mw:atna
2023-12-12	1392	closed	mw:atya
2023-12-12	1391	closed	mw:134003
2023-12-12	1390	closed	ap90:20611
2023-12-12	1389	closed	pw:101532
2023-12-12	1388	closed	mw:152343
2023-12-12	1387	closed	ap90:
2023-12-12	1386	closed	ap90:
2023-12-12	1385	closed	mw:133694
2023-12-12	1384	closed	mw:133470
2023-12-12	1383	closed	mw:28074
2023-12-12	1382	closed	mw:101459
2023-12-12	1381	closed	mw:133173
2023-12-12	1380	closed	shs:26671
2023-12-12	1379	closed	mw:133169
2023-12-12	1378	closed	mw:133166
2023-12-12	1377	closed	mw:aNga
2023-12-12	1376	closed	mw:230256
2023-12-12	1375	closed	mw:132499
2023-12-12	1374	closed	mw:pratidru
2023-12-12	1373	closed	mw:132370
2023-12-12	1372	closed	mw:132415
2023-12-12	1371	closed	mw:84885
2023-12-12	1370	closed	mw:132047.1
2023-12-12	1369	closed	mw:131830.1
2023-12-12	1368	closed	mw:254259
2023-12-12	1367	closed	mw:131675
2023-12-12	1366	closed	mw:131674
2023-12-12	1365	closed	ap90:14783
2023-12-12	1364	closed	mw:131548.1
2023-12-12	1363	closed	mw:132293
2023-12-12	1362	closed	mw:231935
2023-12-12	1361	closed	mw:130953
2023-12-12	1360	closed	mw:258581
2023-12-12	1359	closed	mw:
2023-12-12	1358	closed	mwe:23159
2023-12-12	1357	closed	mw:208142
2023-12-12	1356	closed	skd:12818
2023-12-12	1355	closed	mw:4531
2023-12-12	1354	closed	mw:3917
2023-12-12	1353	closed	pw:80154
2023-12-12	1352	closed	mw:107813
2023-12-12	1351	closed	mw:18839
2023-12-12	1350	closed	mw:108014
2023-12-12	1349	closed	pw:79254
2023-12-12	1348	closed	mw:82
2023-12-12	1347	closed	mw:104535
2023-12-12	1346	closed	pwg:15523
2023-12-12	1345	closed	pwg:11999
2023-12-12	1344	closed	ap:ID=6372
2023-12-12	1343	closed	mw:151316
2023-12-12	1342	closed	mw:109496
2023-12-12	1341	closed	mw:88388.1
2023-12-12	1340	closed	mw:111284
2023-12-12	1339	closed	ap90:28365
2023-12-12	1338	closed	mw:111111
2023-12-12	1337	closed	mw:111067
2023-12-12	1336	closed	ap90:29594
2023-12-12	1335	closed	ccs:82
2023-12-12	1334	closed	ccs:15445
2023-12-12	1333	closed	pw:125322
2023-12-12	1332	closed	pw:70265
2023-12-12	1331	closed	pw:1265
2023-12-12	1330	closed	pw:33212
2023-12-12	1329	closed	ccs:20526
2023-12-12	1328	closed	ccs:19631
2023-12-12	1327	closed	pw:55246
2023-12-12	1326	closed	mw:125107
2023-12-12	1325	closed	mw:19863
2023-12-12	1324	closed	ap90:28348
2023-12-12	1323	closed	mw:19345
2023-12-12	1322	closed	mw:19146
2023-12-12	1321	closed	mw:19148
2023-12-12	1320	closed	mw:226060
2023-12-12	1319	closed	mw:196143
2023-12-12	1318	closed	mw:18934
2023-12-12	1317	closed	mw:18748.1
2023-12-12	1316	closed	mw:16733.1
2023-12-12	1315	closed	wil:darshan
2023-12-12	1314	closed	mw:224693
2023-12-12	1313	closed	mw:14749.1
2023-10-12	1312	closed	Similar to https://github.com/ashtadhyayi-com/data/pull/256
2023-09-06	1311	closed	shs:32605
2023-09-06	1310	closed	vcp:8171
2023-09-06	1309	closed	skd:4096
2023-09-06	1308	closed	mw:222401
2023-09-06	1307	closed	ap:35451
2023-09-06	1306	closed	mw:239449
2023-09-06	1305	closed	ccs:3006
2023-09-06	1304	closed	mw:58322
2023-09-06	1303	closed	mw:58322
2023-09-06	1302	closed	ap90:27600
2023-09-06	1301	closed	mw:259776.1
2023-09-06	1300	closed	ap90:14633
2023-09-06	1299	closed	mw:89380
2023-09-06	1298	closed	mw:138871
2023-09-06	1297	closed	skd:13111
2023-09-06	1296	closed	ap90:
2023-09-06	1295	closed	mw:110913
2023-09-06	1294	closed	mw:110913
2023-09-06	1293	closed	mw:
2023-09-06	1292	closed	mw:84881.1
2023-09-06	1291	closed	vcp:47563
2023-09-06	1290	closed	mw:107490
2023-09-06	1289	closed	mw:204309
2023-09-06	1288	closed	mw:13972
2023-09-06	1287	closed	pw:88944
2023-09-06	1286	closed	ap90:133
2023-09-06	1285	closed	mwe:21215
2023-09-06	1284	closed	mwe:21215
2023-09-06	1283	closed	ap90:28071
2023-09-06	1282	closed	mw:104772
2023-09-06	1281	closed	mw:107773
2023-09-06	1280	closed	mw:16653
2023-09-06	1279	closed	wil:
2023-09-06	1278	closed	mw:208630
2023-09-06	1277	closed	mw:102812
2023-09-06	1276	closed	gra:~~12424~~6403
2023-09-06	1275	closed	pw:49183
2023-09-06	1274	closed	pw:49183
2023-09-06	1273	closed	pw:49183
2023-09-06	1272	closed	pw:50773
2023-09-06	1271	closed	ccs:6715
2023-09-06	1270	closed	pw:49180
2023-09-06	1269	closed	mw:145535
2023-09-06	1268	closed	pw:41676
2023-09-06	1267	closed	pw:41636
2023-09-06	1266	closed	gra:10132
2023-09-06	1265	closed	mw:236749
2023-09-06	1264	closed	mw:182209
2023-09-06	1263	closed	mw:154347
2023-09-06	1262	closed	gra:4084
2023-09-06	1261	closed	mw:152558
2023-09-06	1260	closed	gra:2645
2023-09-06	1259	closed	pw:39903
2023-09-06	1258	closed	pw:37314
2023-09-06	1257	closed	mw: gfhIta
2023-09-06	1256	closed	pw:12184
2023-09-06	1255	closed	pw:17429
2023-09-06	1254	closed	pw:17279
2023-09-06	1253	closed	mw:171154
2023-09-06	1252	closed	mw:171153
2023-09-06	1251	closed	mw:32724
2023-09-06	1250	closed	mw:54892
2023-09-06	1249	closed	mw:41312.1
2023-09-06	1248	closed	mwe:559a
2023-09-06	1247	closed	mw:tad
2023-09-06	1246	closed	mw: trE
2023-09-06	1245	closed	mw:263161
2023-09-06	1244	closed	stc:12512
2023-09-06	1243	closed	vcp:25611
2023-09-06	1242	closed	mw:208305
2023-06-16	1241	closed	SKD - corrections regarding 'oM'
2023-06-16	1240	closed	VCP - corrections regarding 'oM'
2023-06-16	1239	closed	YAT - corrections regarding 'oM'
2023-06-07	1238	closed	mw:141403
2023-06-05	1237	closed	stc:11175
2023-06-05	1236	closed	bur:735
2023-06-05	1235	closed	bur:10047
2023-06-05	1234	closed	stc:16269
2023-06-05	1233	closed	vcp:41549
2023-06-05	1232	closed	mw:119023
2023-06-05	1231	closed	mw:242592
2023-06-05	1230	closed	ap90:12171
2023-06-05	1229	closed	wil:42324
2023-06-05	1228	closed	mw:19215
2023-06-05	1227	closed	mw:175419
2023-06-05	1226	closed	gra:10283
2023-06-05	1225	closed	mw:10076
2023-06-05	1224	closed	pw:32121
2023-06-05	1223	closed	pw:31701
2023-06-05	1222	closed	mw:18497
2023-06-05	1221	closed	mw:18501.1
2023-06-05	1220	closed	mw:18418
2023-06-05	1219	closed	mw:14107
2023-06-05	1218	closed	gra:7736
2023-06-05	1217	closed	mw:18165
2023-06-05	1216	closed	mw:18128
2023-06-05	1215	closed	mw:18163
2023-06-05	1214	closed	mw:17765
2023-06-05	1213	closed	mw:17842
2023-06-05	1212	closed	mw:17826
2023-06-05	1211	closed	mw:17665
2023-06-05	1210	closed	mw:14479
2023-06-05	1209	closed	mw:17645
2023-06-05	1208	closed	mw:17396
2023-06-05	1207	closed	mw:92661
2023-06-05	1206	closed	pw:24903
2023-06-05	1205	closed	mw:21146
2023-06-05	1204	closed	mw:17388
2023-06-05	1203	closed	mw:17218
2023-06-05	1202	closed	mw:
2023-06-05	1201	closed	pw:13388
2023-06-05	1200	closed	ap90:25556
2023-06-05	1199	closed	mw:10197
2023-06-05	1198	closed	ap90:17788
2023-06-05	1197	closed	mw:105793
2023-06-05	1196	closed	mw:80834
2023-06-05	1195	closed	stc:11175
2023-06-05	1194	closed	bur:2923
2023-06-05	1193	closed	mw:255492
2023-06-05	1192	closed	mw:184814
2023-06-05	1191	closed	bur:10567
2023-06-05	1190	closed	mw:91554
2023-06-05	1189	closed	bur:8477
2023-06-05	1188	closed	bur:2923
2023-06-05	1187	closed	mw:239532
2023-06-05	1186	closed	ap90:22582
2023-06-05	1185	closed	stc:23509
2023-06-05	1184	closed	mw:8962.2
2023-06-05	1183	closed	gra:8336
2023-06-05	1182	closed	mw:25838.3
2023-06-05	1181	closed	mw:25838.2
2023-06-05	1180	closed	mw:25838.1
2023-06-05	1179	closed	mw:25837.2
2023-06-05	1178	closed	mw:5546
2023-06-05	1177	closed	gra:5524
2023-06-05	1176	closed	mw:17121
2023-06-05	1175	closed	mw:145978
2023-06-05	1174	closed	mw:263184
2023-06-05	1173	open	pwg:7452
2023-06-05	1172	open	gra:2801
2023-06-05	1171	closed	mw:169508
2023-06-05	1170	closed	mw:169508
2023-06-05	1169	closed	mw:7684
2023-06-05	1168	closed	mw72:
2023-06-05	1167	closed	gra:255
2023-06-05	1166	closed	mw:212912
2023-06-05	1165	closed	mw:asdf
2023-06-05	1164	closed	ap90:17657
2023-06-05	1163	closed	skd:4213
2023-06-05	1162	closed	mw:6797.1
2023-06-05	1161	closed	mw:165601
2023-06-05	1160	closed	mw:246809
2023-06-05	1159	closed	mw:78984
2023-06-05	1158	closed	mw:90523
2023-06-05	1157	closed	stc:15849
2023-06-05	1156	closed	mw:136199
2023-06-05	1155	closed	mw:144480
2023-06-05	1154	closed	mw:91063
2023-06-05	1153	closed	ap90:340
2023-06-05	1152	closed	mw:3159
2023-06-05	1151	closed	mw:18909
2023-06-05	1150	closed	pw:134540
2023-06-05	1149	closed	mw:82052
2023-06-05	1148	closed	pwg:38462
2023-06-05	1147	closed	mwe:22116
2023-06-05	1146	closed	pwg:24117
2023-06-05	1145	closed	stc:19408
2023-06-05	1144	closed	md:https://www.sanskrit-lexicon.uni-koeln.de/scans/MDScan/2020/web/webtc/indexcaller.php
2023-06-05	1143	closed	skd:28954
2023-06-05	1142	closed	mw:[ID=50060]
2023-06-05	1141	closed	mw:[ID=50060]
2023-06-05	1140	closed	mw:[ID=50060]
2023-06-05	1139	closed	mw:[ID=50060]
2023-06-05	1138	closed	mw:ID=73326]
2023-06-05	1137	closed	mw:8863
2023-06-05	1136	closed	bur:6442
2023-06-05	1135	closed	mw:240231
2023-06-05	1134	closed	mw:21921
2023-06-05	1133	closed	mw:262974
2023-06-05	1132	closed	mw:170759
2023-06-05	1131	closed	mw:231038
2023-06-05	1130	closed	mw:239557
2023-06-05	1129	closed	mw:128969.1
2023-06-05	1128	closed	mw:128969
2023-06-05	1127	closed	mw:20303
2023-06-05	1126	closed	mw:1500
2023-06-05	1125	closed	ap90:13846
2023-06-05	1124	closed	stc:20204
2023-06-05	1123	closed	stc:17088
2023-06-05	1122	closed	ae:
2023-06-05	1121	closed	pw:48121
2023-05-14	1120	closed	AP90 small typo
2023-03-08	1119	closed	gra:816
2023-03-07	1118	closed	ap:0979-2
2023-03-07	1117	closed	md:kumAra
2023-03-07	1116	closed	ap90:
2023-03-07	1115	closed	mwe:
2023-03-07	1114	closed	ap90:
2023-03-07	1113	closed	ap90:
2023-03-07	1112	closed	stc:7404
2023-03-07	1111	closed	ap90:
2023-03-07	1110	closed	ap90:0872-c
2023-03-07	1109	closed	mw:117265
2023-03-07	1108	closed	bur:3966
2023-03-07	1107	closed	bur:15300
2023-03-07	1106	closed	bur:15971
2023-03-07	1105	closed	bur:8705
2023-03-07	1104	closed	bur:13753
2023-03-07	1103	closed	ccs:15501
2023-03-07	1102	closed	mw:176387
2023-03-07	1101	closed	pw:94657
2023-03-07	1100	closed	pw:59224
2023-03-07	1099	closed	mw:Santoṣa
2023-03-07	1098	closed	ap:0689-1
2023-03-07	1097	closed	mw:226236
2023-03-07	1096	closed	wil:
2023-03-07	1095	closed	md:
2023-03-07	1094	closed	md:
2023-03-07	1093	closed	stc:15247
2023-03-07	1092	closed	ap90:
2023-03-07	1091	closed	pw:9972
2023-03-07	1090	closed	pw:97408
2023-03-07	1089	closed	ap90:
2023-03-07	1088	closed	stc:16009
2023-03-07	1087	closed	ap90:
2023-03-07	1086	closed	mw:200610
2023-03-07	1085	closed	mw:149697
2023-03-07	1084	closed	stc:13869
2023-03-07	1083	closed	mw:162066
2023-03-07	1082	closed	stc:20593
2023-03-07	1081	closed	stc:10953
2023-03-07	1080	closed	bur:2739
2023-03-07	1079	closed	ap90:
2023-03-07	1078	closed	stc:14199
2023-03-07	1077	closed	bur:14881
2023-03-07	1076	closed	mw:ID=89160
2023-03-07	1075	closed	mw:[ID=210350]
2023-03-07	1074	closed	stc:14119
2023-03-07	1073	closed	stc:17458
2023-03-07	1072	closed	stc:9894
2023-03-07	1071	closed	mw:41156
2023-03-07	1070	closed	stc:13729
2023-03-07	1069	closed	mw:
2023-03-07	1068	closed	bur:3461
2023-03-07	1067	closed	mw:80017
2023-03-07	1066	closed	mw:187224
