date	sha	title
2025-01-21	ee0cc44b5cff88b708c1fe83029d15ddf92de1a9	VCP:6800 AdirAja print change. LB ref:  https://github.com/sanskrit-lexicon/PWG/issues/83#issuecomment-2600731501
2025-01-18	5e0d0bcb866bfb5705a37f5f56961041bb0e74f7	MW: AcIrRa, Adisarga. print change. LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/83#issuecomment-2592597118
2024-12-30	b3846c4a7f16ff703ee521d9bf3ae8e53fc52eac	bhs. LB Ref: https://github.com/sanskrit-lexicon/BHS/issues/4 - bhs version 1
2024-12-21	bf5bfd1658d336895d824e78e46bbd3c6e6d18f4	PW: bot tags LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/111
2024-12-10	2f98062a22a0b3be203471fc58f78cf695038a97	SCH: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/SCH/issues/10
2024-12-10	4f4d2e210f1f2c59c0dec0f0f16c70490e118359	MW: correction LB Ref: https://github.com/sanskrit-lexicon/mws/issues/182#issuecomment-2530678105
2024-12-09	4597b6355c6ff0111f4df236dd184de01bee37f9	MW: restore spaces in <ls>: ',N' -> ', N' (N a digit) LB Ref: https://github.com/sanskrit-lexicon/MWS/mwsissues/issue182
2024-12-09	682dad1a2b46e0dde48d4e2bacb0902459812e2c	MW: standardization of links for 'BhP.' LB Ref: https://github.com/sanskrit-lexicon/MWS/mwsissues/issue182
2024-12-09	193db3bcdba2831ad743e3021db2449f7fd17b72	MW: ', N' -> ',N' in <lsX</ls> (where N is a digit sequence)' LB Ref: https://github.com/sanskrit-lexicon/MWS/issues/182
2024-12-09	8da969104a97e2a6b8e79b7b1e2b66a7afb931fd	PW: apravizwa 7,12,15 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/109
2024-12-09	ee1a012f12214182e572aed3119a67fca3303b77	apravizwa 7,12,15 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/110
2024-12-08	8ddb1f0ef6e320fbc5d545ee33ee29649400d402	SCH: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/SCH/issues/110
2024-12-07	f87f373f9dc250108a8d8f781c1f7bf0afa86da9	PWKVN: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/110
2024-12-07	1f19539e3881454064c1aa3a6191edf7771dffa9	PW: standardization of links for 'Bhāg. P.', version 2 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/109
2024-12-06	0c75b1638ac483a88277f9ede301a55e6ac55ee1	PWG:sarj  Revise previous correction. LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-12-06	86f1ed82e4eb935b710d8ba2f4f2ed6bb32027f8	PWG: standardization of links for 'Bhāg. P.', version 3 LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-12-06	18d3877d352edba65e335ca78545fc7026137801	PWG: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-11-16	dcad583bad36280f82123bd07ddfd74be2f0505f	MW minor correction. LB Ref: https://github.com/sanskrit-lexicon/MWS/issues/181
2024-11-11	dd3bf24682a983d3b10fc5a4a905754e37a6c3fd	VEI: apacit  #614
2024-11-11	5fa0960254e95c83c94d73f74e9e0a73783cc27b	MW: See corrections_extra3.AB.comments.txt, diff_mw_15_16.txt, Study.revsuphom.summary.txt. LB Revisions based on comments from @aumsanskrit and @Andhrabharati. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-07	f34839892fd635c211691cff427f1cc65145cd6b	MW: See corrections_response_20241105.txt, diff_mw_14_15.txt LB Revisions based on comments from @aumsanskrit and @Andhrabharati. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-05	25032ef8b0d7febdd4f33f2d3cf6c1ded9c8577d	MW: See corrections_extra3.txt, diff_mw_13_14.txt LB a few additional revisions. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-03	483f010120006e39991e65a0f1aae1261e8c959e	MW: See corrections_extra2.txt, diff_mw_12_13.txt LB a few additional revisions. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
